epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,1003.9,1.07681,0.7769,1.42178,0.95694,0.84554,0.92118,0.56927,1.15381,0.63411,1.55929,0.008581,0.008581,0.008581
88,1015.4,1.07776,0.76708,1.43651,0.94827,0.86659,0.9298,0.58504,1.1037,0.60412,1.50837,0.0085645,0.0085645,0.0085645
89,1026.88,1.06703,0.76374,1.42171,0.92708,0.87913,0.9206,0.58592,1.13574,0.60728,1.56407,0.008548,0.008548,0.008548
90,1038.33,1.07269,0.78498,1.42998,0.91474,0.88526,0.92632,0.60419,1.13679,0.59825,1.54365,0.0085315,0.0085315,0.0085315
91,1049.84,1.0774,0.78408,1.42363,0.94155,0.86,0.92324,0.6027,1.08603,0.6006,1.50382,0.008515,0.008515,0.008515
92,1061.29,1.05007,0.7598,1.40023,0.92531,0.87289,0.93071,0.59522,1.13227,0.59896,1.56,0.0084985,0.0084985,0.0084985
93,1072.81,1.05339,0.73165,1.40833,0.94852,0.87554,0.93289,0.60623,1.07073,0.57188,1.48554,0.008482,0.008482,0.008482
94,1084.26,1.04971,0.76158,1.40463,0.94513,0.88426,0.94778,0.60457,1.06568,0.57309,1.47181,0.0084655,0.0084655,0.0084655
95,1095.8,1.05865,0.75575,1.39845,0.95705,0.88976,0.94247,0.62062,1.09316,0.58227,1.49491,0.008449,0.008449,0.008449
96,1107.25,1.07676,0.76536,1.42142,0.94745,0.8725,0.93063,0.59454,1.11116,0.59598,1.52435,0.0084325,0.0084325,0.0084325
97,1118.76,1.07153,0.75821,1.41827,0.91809,0.89261,0.92797,0.57448,1.1386,0.6118,1.5205,0.008416,0.008416,0.008416
98,1130.18,1.04212,0.7533,1.39813,0.91742,0.88572,0.92808,0.58715,1.13616,0.59501,1.54948,0.0083995,0.0083995,0.0083995
99,1141.65,1.05943,0.74019,1.40828,0.93549,0.91781,0.95846,0.61932,1.06866,0.5622,1.48559,0.008383,0.008383,0.008383
100,1153.06,1.03401,0.73555,1.38709,0.88654,0.88248,0.91541,0.57603,1.19231,0.62046,1.59301,0.0083665,0.0083665,0.0083665
101,1164.57,1.0544,0.77254,1.40005,0.9709,0.87896,0.93835,0.60002,1.14405,0.59504,1.57481,0.00835,0.00835,0.00835
102,1176.02,1.03127,0.73986,1.38691,0.96311,0.85714,0.92385,0.60227,1.09899,0.5904,1.49131,0.0083335,0.0083335,0.0083335
103,1187.47,1.04216,0.73669,1.39597,0.96883,0.85086,0.92148,0.5988,1.07544,0.58466,1.47807,0.008317,0.008317,0.008317
104,1198.94,1.0599,0.76612,1.42027,0.95127,0.89401,0.95227,0.62389,1.0676,0.5513,1.47682,0.0083005,0.0083005,0.0083005
105,1210.42,1.03237,0.73996,1.40395,0.9539,0.87179,0.9322,0.60244,1.12002,0.56608,1.52789,0.008284,0.008284,0.008284
106,1221.82,1.03822,0.72864,1.40051,0.9615,0.87181,0.93273,0.60742,1.03838,0.55809,1.45932,0.0082675,0.0082675,0.0082675
107,1233.38,1.02548,0.74233,1.38969,0.95025,0.88987,0.94884,0.63638,1.06535,0.53951,1.47631,0.008251,0.008251,0.008251
108,1244.92,1.00969,0.71008,1.36077,0.94453,0.83103,0.92677,0.58939,1.13163,0.6073,1.53073,0.0082345,0.0082345,0.0082345
109,1256.37,1.00741,0.72625,1.36997,0.93503,0.87233,0.94188,0.61559,1.05384,0.56884,1.45897,0.008218,0.008218,0.008218
110,1267.82,1.02606,0.73004,1.37673,0.97918,0.86084,0.92557,0.59891,1.03603,0.54022,1.44227,0.0082015,0.0082015,0.0082015
111,1279.26,1.00124,0.69415,1.36187,0.9469,0.88538,0.93474,0.60262,1.00021,0.54493,1.42445,0.008185,0.008185,0.008185
112,1290.72,1.01313,0.71849,1.36485,0.92781,0.88958,0.93894,0.60804,1.05358,0.53737,1.45261,0.0081685,0.0081685,0.0081685
113,1302.16,0.99238,0.71721,1.35164,0.9692,0.89655,0.9429,0.59636,1.03325,0.53148,1.45186,0.008152,0.008152,0.008152
114,1313.59,0.99615,0.70329,1.35355,0.92017,0.88555,0.93203,0.63358,1.01574,0.54907,1.44577,0.0081355,0.0081355,0.0081355
115,1325.03,0.99979,0.69558,1.36458,0.94307,0.89743,0.93332,0.59827,1.04076,0.55433,1.45257,0.008119,0.008119,0.008119
116,1336.48,1.00526,0.72675,1.36896,0.97156,0.89248,0.94996,0.59722,1.01286,0.54111,1.43716,0.0081025,0.0081025,0.0081025
117,1347.92,1.01539,0.71334,1.36663,0.96901,0.90205,0.9531,0.60795,1.03437,0.52206,1.43559,0.008086,0.008086,0.008086
118,1359.36,0.99989,0.71309,1.36749,0.96557,0.88745,0.94233,0.5975,1.07348,0.54781,1.46398,0.0080695,0.0080695,0.0080695
119,1370.82,1.00217,0.71648,1.36148,0.94554,0.89319,0.93879,0.62679,1.00675,0.53267,1.41582,0.008053,0.008053,0.008053
120,1382.27,0.99573,0.7022,1.35573,0.96408,0.89304,0.93903,0.60881,1.04469,0.55461,1.47712,0.0080365,0.0080365,0.0080365
121,1393.71,0.97579,0.68711,1.34766,0.97295,0.87094,0.93397,0.60536,1.02563,0.54754,1.43169,0.00802,0.00802,0.00802
122,1405.1,0.97474,0.68115,1.34187,0.92084,0.89991,0.93658,0.5891,1.07322,0.57101,1.47215,0.0080035,0.0080035,0.0080035
123,1416.51,0.98764,0.68092,1.35643,0.92313,0.89925,0.92956,0.62665,1.05257,0.56035,1.4439,0.007987,0.007987,0.007987
